,Awan3pm,Kelembaban3pm,Cluster
14361,6.0,44.0,Tidak Bersalju
14362,4.0,24.0,Tidak Bersalju
14363,6.0,48.0,Tidak Bersalju
14364,6.0,39.0,Tidak Bersalju
14365,1.0,46.0,Tidak Bersalju
14366,1.0,44.0,Tidak Bersalju
14367,1.0,47.0,Tidak Bersalju
14368,5.0,46.0,Tidak Bersalju
14369,7.0,45.0,Tidak Bersalju
14370,6.0,48.0,Tidak Bersalju
14371,3.0,31.0,Tidak Bersalju
14372,0.0,15.0,Tidak Bersalju
14373,3.0,43.0,Tidak Bersalju
14374,0.0,8.0,Tidak Bersalju
14375,3.0,35.0,Tidak Bersalju
14376,7.0,13.0,Tidak Bersalju
14377,1.0,48.0,Tidak Bersalju
14378,7.0,30.0,Tidak Bersalju
14379,1.0,45.0,Tidak Bersalju
14380,8.0,42.0,Tidak Bersalju
14381,7.0,35.0,Tidak Bersalju
14382,3.0,38.0,Tidak Bersalju
14383,0.0,27.0,Tidak Bersalju
14384,2.0,42.0,Tidak Bersalju
14385,1.0,35.0,Tidak Bersalju
14386,1.0,23.0,Tidak Bersalju
14387,7.0,35.0,Tidak Bersalju
14388,4.0,44.0,Tidak Bersalju
14389,6.0,46.0,Tidak Bersalju
14390,4.0,45.0,Tidak Bersalju
14391,8.0,18.0,Tidak Bersalju
14392,1.0,21.0,Tidak Bersalju
14393,1.0,32.0,Tidak Bersalju
14394,4.0,45.0,Tidak Bersalju
14395,6.0,35.0,Tidak Bersalju
14396,1.0,12.0,Tidak Bersalju
14397,0.0,28.0,Tidak Bersalju
14398,2.0,45.0,Tidak Bersalju
14399,7.0,45.0,Tidak Bersalju
14400,0.0,19.0,Tidak Bersalju
14401,2.0,48.0,Tidak Bersalju
14402,6.0,38.0,Tidak Bersalju
14403,6.0,39.0,Tidak Bersalju
14404,0.0,26.0,Tidak Bersalju
14405,8.0,47.0,Tidak Bersalju
14406,3.0,41.0,Tidak Bersalju
14407,3.0,42.0,Tidak Bersalju
14408,1.0,27.0,Tidak Bersalju
14409,4.0,16.0,Tidak Bersalju
14410,1.0,43.0,Tidak Bersalju
14411,5.0,48.0,Tidak Bersalju
14412,3.0,15.0,Tidak Bersalju
14413,1.0,38.0,Tidak Bersalju
14414,1.0,33.0,Tidak Bersalju
14415,1.0,44.0,Tidak Bersalju
14416,3.0,26.0,Tidak Bersalju
14417,6.0,40.0,Tidak Bersalju
14418,3.0,40.0,Tidak Bersalju
14419,1.0,23.0,Tidak Bersalju
14420,1.0,36.0,Tidak Bersalju
14421,7.0,30.0,Tidak Bersalju
14422,1.0,46.0,Tidak Bersalju
14423,7.0,27.0,Tidak Bersalju
14424,0.0,34.0,Tidak Bersalju
14425,0.0,35.0,Tidak Bersalju
14426,0.0,42.0,Tidak Bersalju
14427,5.0,31.0,Tidak Bersalju
14428,5.0,39.0,Tidak Bersalju
14429,1.0,22.0,Tidak Bersalju
14430,6.0,48.0,Tidak Bersalju
14431,0.0,25.0,Tidak Bersalju
14432,3.0,18.0,Tidak Bersalju
14433,1.0,42.0,Tidak Bersalju
14434,1.0,49.0,Tidak Bersalju
14435,3.0,48.0,Tidak Bersalju
14436,5.0,25.0,Tidak Bersalju
14437,5.0,33.0,Tidak Bersalju
14438,5.0,46.0,Tidak Bersalju
14439,1.0,28.0,Tidak Bersalju
14440,1.0,46.0,Tidak Bersalju
14441,5.0,48.0,Tidak Bersalju
14442,1.0,30.0,Tidak Bersalju
14443,5.0,40.0,Tidak Bersalju
14444,6.0,43.0,Tidak Bersalju
14445,1.0,50.0,Tidak Bersalju
14446,1.0,22.0,Tidak Bersalju
14447,1.0,37.0,Tidak Bersalju
14448,2.0,39.0,Tidak Bersalju
14449,1.0,24.0,Tidak Bersalju
14450,1.0,32.0,Tidak Bersalju
14451,7.0,23.0,Tidak Bersalju
14452,1.0,48.0,Tidak Bersalju
14453,4.0,49.0,Tidak Bersalju
14454,1.0,39.0,Tidak Bersalju
14455,1.0,11.0,Tidak Bersalju
14456,1.0,29.0,Tidak Bersalju
14457,7.0,32.0,Tidak Bersalju
14458,1.0,39.0,Tidak Bersalju
14459,7.0,40.0,Tidak Bersalju
14460,1.0,19.0,Tidak Bersalju
14461,1.0,31.0,Tidak Bersalju
14462,8.0,40.0,Tidak Bersalju
14463,7.0,45.0,Tidak Bersalju
14464,0.0,31.0,Tidak Bersalju
14465,1.0,22.0,Tidak Bersalju
14466,2.0,42.0,Tidak Bersalju
14467,1.0,36.0,Tidak Bersalju
14468,1.0,43.0,Tidak Bersalju
14469,5.0,34.0,Tidak Bersalju
14470,1.0,41.0,Tidak Bersalju
14471,1.0,24.0,Tidak Bersalju
14472,0.0,20.0,Tidak Bersalju
14473,0.0,17.0,Tidak Bersalju
14474,4.0,41.0,Tidak Bersalju
14475,3.0,41.0,Tidak Bersalju
14476,6.0,44.0,Tidak Bersalju
14477,3.0,49.0,Tidak Bersalju
14478,5.0,48.0,Tidak Bersalju
14479,1.0,46.0,Tidak Bersalju
14480,3.0,32.0,Tidak Bersalju
14481,1.0,33.0,Tidak Bersalju
14482,3.0,43.0,Tidak Bersalju
14483,1.0,51.0,Tidak Bersalju
14484,7.0,44.0,Tidak Bersalju
14485,2.0,34.0,Tidak Bersalju
14486,6.0,46.0,Tidak Bersalju
14487,7.0,48.0,Tidak Bersalju
14488,8.0,29.0,Tidak Bersalju
14489,1.0,34.0,Tidak Bersalju
14490,4.0,25.0,Tidak Bersalju
14491,0.0,18.0,Tidak Bersalju
14492,6.0,27.0,Tidak Bersalju
14493,3.0,34.0,Tidak Bersalju
14494,0.0,49.0,Tidak Bersalju
14495,1.0,21.0,Tidak Bersalju
14496,3.0,49.0,Tidak Bersalju
14497,1.0,26.0,Tidak Bersalju
14498,3.0,22.0,Tidak Bersalju
14499,0.0,9.0,Tidak Bersalju
14500,3.0,23.0,Tidak Bersalju
14501,1.0,47.0,Tidak Bersalju
14502,1.0,51.0,Tidak Bersalju
14503,1.0,49.0,Tidak Bersalju
14504,1.0,33.0,Tidak Bersalju
14505,1.0,28.0,Tidak Bersalju
14506,4.0,27.0,Tidak Bersalju
14507,1.0,47.0,Tidak Bersalju
14508,1.0,47.0,Tidak Bersalju
14509,8.0,31.0,Tidak Bersalju
14510,3.0,18.0,Tidak Bersalju
14511,6.0,38.0,Tidak Bersalju
14512,7.0,15.0,Tidak Bersalju
14513,7.0,36.0,Tidak Bersalju
14514,0.0,27.0,Tidak Bersalju
14515,3.0,23.0,Tidak Bersalju
14516,0.0,46.0,Tidak Bersalju
14517,1.0,25.0,Tidak Bersalju
14518,1.0,39.0,Tidak Bersalju
14519,3.0,34.0,Tidak Bersalju
14520,3.0,28.0,Tidak Bersalju
14521,1.0,26.0,Tidak Bersalju
14522,1.0,34.0,Tidak Bersalju
14523,0.0,18.0,Tidak Bersalju
14524,8.0,35.0,Tidak Bersalju
14525,1.0,43.0,Tidak Bersalju
14526,4.0,50.0,Tidak Bersalju
14527,4.0,32.0,Tidak Bersalju
14528,1.0,22.0,Tidak Bersalju
14529,3.0,45.0,Tidak Bersalju
14530,7.0,47.0,Tidak Bersalju
14531,7.0,48.0,Tidak Bersalju
14532,4.0,25.0,Tidak Bersalju
14533,1.0,30.0,Tidak Bersalju
14534,0.0,32.0,Tidak Bersalju
14535,5.0,26.0,Tidak Bersalju
14536,3.0,8.0,Tidak Bersalju
14537,6.0,44.0,Tidak Bersalju
14538,7.0,34.0,Tidak Bersalju
14539,1.0,27.0,Tidak Bersalju
14540,1.0,26.0,Tidak Bersalju
14541,7.0,17.0,Tidak Bersalju
14542,7.0,46.0,Tidak Bersalju
14543,0.0,30.0,Tidak Bersalju
14544,0.0,17.0,Tidak Bersalju
14545,7.0,48.0,Tidak Bersalju
14546,0.0,13.0,Tidak Bersalju
14547,1.0,38.0,Tidak Bersalju
14548,0.0,38.0,Tidak Bersalju
14549,3.0,48.0,Tidak Bersalju
14550,1.0,40.0,Tidak Bersalju
14551,7.0,14.0,Tidak Bersalju
14552,1.0,50.0,Tidak Bersalju
14553,0.0,30.0,Tidak Bersalju
14554,0.0,33.0,Tidak Bersalju
14555,3.0,31.0,Tidak Bersalju
14556,7.0,29.0,Tidak Bersalju
14557,3.0,43.0,Tidak Bersalju
14558,2.0,47.0,Tidak Bersalju
14559,3.0,28.0,Tidak Bersalju
14560,7.0,44.0,Tidak Bersalju
14561,1.0,15.0,Tidak Bersalju
14562,7.0,37.0,Tidak Bersalju
14563,0.0,27.0,Tidak Bersalju
14564,8.0,30.0,Tidak Bersalju
14565,6.0,26.0,Tidak Bersalju
14566,1.0,25.0,Tidak Bersalju
14567,1.0,20.0,Tidak Bersalju
14568,4.0,37.0,Tidak Bersalju
14569,1.0,50.0,Tidak Bersalju
14570,0.0,49.0,Tidak Bersalju
14571,6.0,46.0,Tidak Bersalju
14572,3.0,51.0,Tidak Bersalju
14573,7.0,31.0,Tidak Bersalju
14574,7.0,39.0,Tidak Bersalju
14575,6.0,10.0,Tidak Bersalju
14576,3.0,39.0,Tidak Bersalju
14577,1.0,44.0,Tidak Bersalju
14578,1.0,28.0,Tidak Bersalju
14579,5.0,37.0,Tidak Bersalju
14580,0.0,24.0,Tidak Bersalju
14581,0.0,36.0,Tidak Bersalju
14582,3.0,15.0,Tidak Bersalju
14583,0.0,11.0,Tidak Bersalju
14584,0.0,15.0,Tidak Bersalju
14585,6.0,24.0,Tidak Bersalju
14586,4.0,13.0,Tidak Bersalju
14587,1.0,40.0,Tidak Bersalju
14588,7.0,28.0,Tidak Bersalju
14589,1.0,43.0,Tidak Bersalju
14590,1.0,45.0,Tidak Bersalju
14591,4.0,48.0,Tidak Bersalju
14592,1.0,22.0,Tidak Bersalju
14593,2.0,48.0,Tidak Bersalju
14594,1.0,41.0,Tidak Bersalju
14595,2.0,51.0,Tidak Bersalju
14596,2.0,51.0,Tidak Bersalju
14597,4.0,28.0,Tidak Bersalju
14598,1.0,50.0,Tidak Bersalju
14599,1.0,31.0,Tidak Bersalju
14600,1.0,46.0,Tidak Bersalju
14601,1.0,15.0,Tidak Bersalju
14602,0.0,41.0,Tidak Bersalju
14603,1.0,35.0,Tidak Bersalju
14604,1.0,31.0,Tidak Bersalju
14605,2.0,18.0,Tidak Bersalju
14606,2.0,29.0,Tidak Bersalju
14607,0.0,28.0,Tidak Bersalju
14608,7.0,39.0,Tidak Bersalju
14609,6.0,45.0,Tidak Bersalju
14610,2.0,21.0,Tidak Bersalju
14611,2.0,14.0,Tidak Bersalju
14612,1.0,43.0,Tidak Bersalju
14613,1.0,30.0,Tidak Bersalju
14614,2.0,29.0,Tidak Bersalju
14615,2.0,44.0,Tidak Bersalju
14616,4.0,39.0,Tidak Bersalju
14617,7.0,36.0,Tidak Bersalju
14618,5.0,15.0,Tidak Bersalju
14619,2.0,41.0,Tidak Bersalju
14620,1.0,16.0,Tidak Bersalju
14621,1.0,36.0,Tidak Bersalju
14622,1.0,43.0,Tidak Bersalju
14623,4.0,37.0,Tidak Bersalju
14624,1.0,49.0,Tidak Bersalju
14625,2.0,39.0,Tidak Bersalju
14626,7.0,27.0,Tidak Bersalju
14627,1.0,44.0,Tidak Bersalju
14628,2.0,48.0,Tidak Bersalju
14629,7.0,45.0,Tidak Bersalju
14630,7.0,14.0,Tidak Bersalju
14631,4.0,40.0,Tidak Bersalju
14632,0.0,35.0,Tidak Bersalju
14633,6.0,35.0,Tidak Bersalju
14634,6.0,26.0,Tidak Bersalju
14635,7.0,43.0,Tidak Bersalju
14636,8.0,39.0,Tidak Bersalju
14637,5.0,41.0,Tidak Bersalju
14638,2.0,28.0,Tidak Bersalju
14639,7.0,45.0,Tidak Bersalju
14640,1.0,40.0,Tidak Bersalju
14641,1.0,37.0,Tidak Bersalju
14642,2.0,17.0,Tidak Bersalju
14643,7.0,25.0,Tidak Bersalju
14644,6.0,41.0,Tidak Bersalju
14645,1.0,25.0,Tidak Bersalju
14646,1.0,37.0,Tidak Bersalju
14647,6.0,35.0,Tidak Bersalju
14648,3.0,33.0,Tidak Bersalju
14649,1.0,32.0,Tidak Bersalju
14650,1.0,47.0,Tidak Bersalju
14651,3.0,44.0,Tidak Bersalju
14652,6.0,47.0,Tidak Bersalju
14653,3.0,43.0,Tidak Bersalju
14654,0.0,13.0,Tidak Bersalju
14655,1.0,42.0,Tidak Bersalju
14656,6.0,31.0,Tidak Bersalju
14657,3.0,44.0,Tidak Bersalju
14658,2.0,44.0,Tidak Bersalju
14659,7.0,40.0,Tidak Bersalju
14660,2.0,46.0,Tidak Bersalju
14661,1.0,47.0,Tidak Bersalju
14662,7.0,36.0,Tidak Bersalju
14663,2.0,30.0,Tidak Bersalju
14664,4.0,42.0,Tidak Bersalju
14665,1.0,33.0,Tidak Bersalju
14666,7.0,40.0,Tidak Bersalju
14667,3.0,32.0,Tidak Bersalju
14668,0.0,40.0,Tidak Bersalju
14669,4.0,13.0,Tidak Bersalju
14670,2.0,22.0,Tidak Bersalju
14671,1.0,43.0,Tidak Bersalju
14672,3.0,30.0,Tidak Bersalju
14673,1.0,16.0,Tidak Bersalju
14674,1.0,43.0,Tidak Bersalju
14675,2.0,27.0,Tidak Bersalju
14676,2.0,22.0,Tidak Bersalju
14677,7.0,37.0,Tidak Bersalju
14678,1.0,47.0,Tidak Bersalju
14679,7.0,43.0,Tidak Bersalju
14680,1.0,50.0,Tidak Bersalju
14681,6.0,38.0,Tidak Bersalju
14682,7.0,46.0,Tidak Bersalju
14683,7.0,21.0,Tidak Bersalju
14684,4.0,35.0,Tidak Bersalju
14685,6.0,22.0,Tidak Bersalju
14686,1.0,39.0,Tidak Bersalju
14687,1.0,45.0,Tidak Bersalju
14688,1.0,30.0,Tidak Bersalju
14689,0.0,37.0,Tidak Bersalju
14690,7.0,25.0,Tidak Bersalju
14691,1.0,30.0,Tidak Bersalju
14692,0.0,12.0,Tidak Bersalju
14693,7.0,44.0,Tidak Bersalju
14694,2.0,40.0,Tidak Bersalju
14695,1.0,48.0,Tidak Bersalju
14696,1.0,40.0,Tidak Bersalju
14697,0.0,34.0,Tidak Bersalju
14698,1.0,49.0,Tidak Bersalju
14699,1.0,15.0,Tidak Bersalju
14700,2.0,34.0,Tidak Bersalju
14701,0.0,28.0,Tidak Bersalju
14702,2.0,26.0,Tidak Bersalju
14703,1.0,38.0,Tidak Bersalju
14704,3.0,39.0,Tidak Bersalju
14705,2.0,47.0,Tidak Bersalju
14706,2.0,51.0,Tidak Bersalju
14707,1.0,38.0,Tidak Bersalju
14708,7.0,41.0,Tidak Bersalju
14709,4.0,32.0,Tidak Bersalju
14710,5.0,36.0,Tidak Bersalju
14711,7.0,35.0,Tidak Bersalju
14712,3.0,34.0,Tidak Bersalju
14713,3.0,39.0,Tidak Bersalju
14714,5.0,36.0,Tidak Bersalju
14715,7.0,36.0,Tidak Bersalju
14716,0.0,30.0,Tidak Bersalju
14717,7.0,42.0,Tidak Bersalju
14718,0.0,45.0,Tidak Bersalju
14719,4.0,27.0,Tidak Bersalju
14720,4.0,44.0,Tidak Bersalju
14721,3.0,40.0,Tidak Bersalju
14722,0.0,23.0,Tidak Bersalju
14723,2.0,29.0,Tidak Bersalju
14724,1.0,45.0,Tidak Bersalju
14725,1.0,37.0,Tidak Bersalju
14726,1.0,32.0,Tidak Bersalju
14727,4.0,41.0,Tidak Bersalju
14728,4.0,16.0,Tidak Bersalju
14729,0.0,27.0,Tidak Bersalju
14730,1.0,33.0,Tidak Bersalju
14731,0.0,18.0,Tidak Bersalju
14732,2.0,39.0,Tidak Bersalju
14733,3.0,43.0,Tidak Bersalju
14734,6.0,12.0,Tidak Bersalju
14735,7.0,39.0,Tidak Bersalju
14736,1.0,38.0,Tidak Bersalju
14737,1.0,47.0,Tidak Bersalju
14738,1.0,20.0,Tidak Bersalju
14739,1.0,23.0,Tidak Bersalju
14740,5.0,45.0,Tidak Bersalju
14741,7.0,44.0,Tidak Bersalju
14742,1.0,32.0,Tidak Bersalju
14743,4.0,11.0,Tidak Bersalju
14744,1.0,43.0,Tidak Bersalju
14745,5.0,32.0,Tidak Bersalju
14746,3.0,22.0,Tidak Bersalju
14747,1.0,30.0,Tidak Bersalju
14748,1.0,40.0,Tidak Bersalju
14749,0.0,37.0,Tidak Bersalju
14750,1.0,36.0,Tidak Bersalju
14751,7.0,44.0,Tidak Bersalju
14752,4.0,38.0,Tidak Bersalju
14753,1.0,28.0,Tidak Bersalju
14754,1.0,45.0,Tidak Bersalju
14755,1.0,33.0,Tidak Bersalju
14756,3.0,14.0,Tidak Bersalju
14757,1.0,12.0,Tidak Bersalju
14758,1.0,19.0,Tidak Bersalju
14759,6.0,43.0,Tidak Bersalju
14760,4.0,49.0,Tidak Bersalju
14761,2.0,49.0,Tidak Bersalju
14762,7.0,43.0,Tidak Bersalju
14763,1.0,49.0,Tidak Bersalju
14764,4.0,41.0,Tidak Bersalju
14765,1.0,36.0,Tidak Bersalju
14766,1.0,37.0,Tidak Bersalju
14767,2.0,19.0,Tidak Bersalju
14768,1.0,25.0,Tidak Bersalju
14769,3.0,25.0,Tidak Bersalju
14770,4.0,35.0,Tidak Bersalju
14771,4.0,30.0,Tidak Bersalju
14772,0.0,36.0,Tidak Bersalju
14773,5.0,33.0,Tidak Bersalju
14774,1.0,24.0,Tidak Bersalju
14775,5.0,41.0,Tidak Bersalju
14776,1.0,39.0,Tidak Bersalju
14777,3.0,40.0,Tidak Bersalju
14778,7.0,47.0,Tidak Bersalju
14779,6.0,20.0,Tidak Bersalju
14780,2.0,41.0,Tidak Bersalju
14781,3.0,38.0,Tidak Bersalju
14782,8.0,27.0,Tidak Bersalju
14783,5.0,29.0,Tidak Bersalju
14784,0.0,25.0,Tidak Bersalju
14785,1.0,39.0,Tidak Bersalju
14786,1.0,28.0,Tidak Bersalju
14787,3.0,32.0,Tidak Bersalju
14788,0.0,23.0,Tidak Bersalju
14789,7.0,39.0,Tidak Bersalju
14790,1.0,22.0,Tidak Bersalju
14791,3.0,49.0,Tidak Bersalju
14792,6.0,21.0,Tidak Bersalju
14793,3.0,38.0,Tidak Bersalju
14794,1.0,25.0,Tidak Bersalju
14795,1.0,47.0,Tidak Bersalju
14796,1.0,33.0,Tidak Bersalju
14797,1.0,13.0,Tidak Bersalju
14798,7.0,35.0,Tidak Bersalju
14799,7.0,31.0,Tidak Bersalju
14800,1.0,20.0,Tidak Bersalju
14801,6.0,35.0,Tidak Bersalju
14802,1.0,45.0,Tidak Bersalju
14803,1.0,39.0,Tidak Bersalju
14804,5.0,41.0,Tidak Bersalju
14805,5.0,32.0,Tidak Bersalju
14806,1.0,40.0,Tidak Bersalju
14807,0.0,24.0,Tidak Bersalju
14808,7.0,10.0,Tidak Bersalju
14809,6.0,38.0,Tidak Bersalju
14810,0.0,21.0,Tidak Bersalju
14811,4.0,42.0,Tidak Bersalju
14812,1.0,38.0,Tidak Bersalju
14813,1.0,42.0,Tidak Bersalju
14814,0.0,36.0,Tidak Bersalju
14815,2.0,49.0,Tidak Bersalju
14816,3.0,38.0,Tidak Bersalju
14817,6.0,45.0,Tidak Bersalju
14818,6.0,39.0,Tidak Bersalju
14819,2.0,41.0,Tidak Bersalju
14820,2.0,39.0,Tidak Bersalju
14821,7.0,42.0,Tidak Bersalju
14822,5.0,28.0,Tidak Bersalju
14823,7.0,28.0,Tidak Bersalju
14824,1.0,27.0,Tidak Bersalju
14825,5.0,49.0,Tidak Bersalju
14826,2.0,6.0,Tidak Bersalju
14827,6.0,42.0,Tidak Bersalju
14828,5.0,43.0,Tidak Bersalju
14829,3.0,38.0,Tidak Bersalju
14830,1.0,31.0,Tidak Bersalju
14831,5.0,44.0,Tidak Bersalju
14832,3.0,39.0,Tidak Bersalju
14833,5.0,23.0,Tidak Bersalju
14834,1.0,49.0,Tidak Bersalju
14835,2.0,24.0,Tidak Bersalju
14836,1.0,41.0,Tidak Bersalju
14837,2.0,48.0,Tidak Bersalju
14838,6.0,42.0,Tidak Bersalju
14839,6.0,28.0,Tidak Bersalju
14840,7.0,30.0,Tidak Bersalju
14841,2.0,37.0,Tidak Bersalju
14842,1.0,44.0,Tidak Bersalju
14843,5.0,44.0,Tidak Bersalju
14844,4.0,45.0,Tidak Bersalju
14845,1.0,34.0,Tidak Bersalju
14846,1.0,43.0,Tidak Bersalju
14847,1.0,31.0,Tidak Bersalju
14848,2.0,28.0,Tidak Bersalju
14849,2.0,46.0,Tidak Bersalju
14850,5.0,20.0,Tidak Bersalju
14851,7.0,31.0,Tidak Bersalju
14852,3.0,30.0,Tidak Bersalju
14853,6.0,47.0,Tidak Bersalju
14854,2.0,50.0,Tidak Bersalju
14855,7.0,44.0,Tidak Bersalju
14856,1.0,27.0,Tidak Bersalju
14857,3.0,27.0,Tidak Bersalju
14858,3.0,18.0,Tidak Bersalju
14859,1.0,50.0,Tidak Bersalju
14860,0.0,9.0,Tidak Bersalju
14861,0.0,23.0,Tidak Bersalju
14862,5.0,30.0,Tidak Bersalju
14863,2.0,26.0,Tidak Bersalju
14864,1.0,47.0,Tidak Bersalju
14865,0.0,20.0,Tidak Bersalju
14866,4.0,40.0,Tidak Bersalju
14867,5.0,23.0,Tidak Bersalju
14868,2.0,41.0,Tidak Bersalju
14869,2.0,23.0,Tidak Bersalju
14870,1.0,39.0,Tidak Bersalju
14871,1.0,28.0,Tidak Bersalju
14872,6.0,40.0,Tidak Bersalju
14873,2.0,37.0,Tidak Bersalju
14874,5.0,49.0,Tidak Bersalju
14875,7.0,24.0,Tidak Bersalju
14876,2.0,50.0,Tidak Bersalju
14877,2.0,49.0,Tidak Bersalju
14878,3.0,34.0,Tidak Bersalju
14879,1.0,45.0,Tidak Bersalju
14880,3.0,22.0,Tidak Bersalju
14881,1.0,45.0,Tidak Bersalju
14882,0.0,14.0,Tidak Bersalju
14883,2.0,50.0,Tidak Bersalju
14884,1.0,29.0,Tidak Bersalju
14885,3.0,48.0,Tidak Bersalju
14886,6.0,29.0,Tidak Bersalju
14887,1.0,20.0,Tidak Bersalju
14888,7.0,48.0,Tidak Bersalju
14889,6.0,47.0,Tidak Bersalju
14890,7.0,44.0,Tidak Bersalju
14891,2.0,20.0,Tidak Bersalju
14892,0.0,16.0,Tidak Bersalju
14893,1.0,49.0,Tidak Bersalju
14894,7.0,45.0,Tidak Bersalju
14895,3.0,18.0,Tidak Bersalju
14896,8.0,24.0,Tidak Bersalju
14897,2.0,40.0,Tidak Bersalju
14898,7.0,14.0,Tidak Bersalju
14899,6.0,24.0,Tidak Bersalju
14900,2.0,20.0,Tidak Bersalju
14901,5.0,43.0,Tidak Bersalju
14902,5.0,42.0,Tidak Bersalju
14903,3.0,45.0,Tidak Bersalju
14904,0.0,20.0,Tidak Bersalju
14905,7.0,31.0,Tidak Bersalju
14906,7.0,31.0,Tidak Bersalju
14907,1.0,43.0,Tidak Bersalju
14908,1.0,42.0,Tidak Bersalju
14909,0.0,16.0,Tidak Bersalju
14910,0.0,44.0,Tidak Bersalju
14911,1.0,17.0,Tidak Bersalju
14912,6.0,39.0,Tidak Bersalju
14913,0.0,45.0,Tidak Bersalju
14914,1.0,28.0,Tidak Bersalju
14915,5.0,16.0,Tidak Bersalju
14916,1.0,34.0,Tidak Bersalju
14917,1.0,44.0,Tidak Bersalju
14918,4.0,26.0,Tidak Bersalju
14919,0.0,29.0,Tidak Bersalju
14920,1.0,44.0,Tidak Bersalju
14921,7.0,41.0,Tidak Bersalju
14922,3.0,51.0,Tidak Bersalju
14923,7.0,30.0,Tidak Bersalju
14924,2.0,25.0,Tidak Bersalju
14925,5.0,40.0,Tidak Bersalju
14926,1.0,13.0,Tidak Bersalju
14927,6.0,35.0,Tidak Bersalju
14928,4.0,48.0,Tidak Bersalju
14929,1.0,22.0,Tidak Bersalju
14930,4.0,15.0,Tidak Bersalju
14931,1.0,36.0,Tidak Bersalju
14932,1.0,51.0,Tidak Bersalju
14933,2.0,36.0,Tidak Bersalju
14934,5.0,13.0,Tidak Bersalju
14935,1.0,25.0,Tidak Bersalju
14936,1.0,17.0,Tidak Bersalju
14937,2.0,50.0,Tidak Bersalju
14938,0.0,22.0,Tidak Bersalju
14939,3.0,45.0,Tidak Bersalju
14940,2.0,37.0,Tidak Bersalju
14941,1.0,24.0,Tidak Bersalju
14942,4.0,45.0,Tidak Bersalju
14943,0.0,30.0,Tidak Bersalju
14944,2.0,45.0,Tidak Bersalju
14945,1.0,23.0,Tidak Bersalju
14946,4.0,44.0,Tidak Bersalju
14947,3.0,28.0,Tidak Bersalju
14948,3.0,29.0,Tidak Bersalju
14949,1.0,13.0,Tidak Bersalju
14950,7.0,33.0,Tidak Bersalju
14951,4.0,13.0,Tidak Bersalju
14952,4.0,15.0,Tidak Bersalju
14953,1.0,50.0,Tidak Bersalju
14954,0.0,18.0,Tidak Bersalju
14955,1.0,51.0,Tidak Bersalju
14956,7.0,40.0,Tidak Bersalju
14957,1.0,48.0,Tidak Bersalju
14958,1.0,36.0,Tidak Bersalju
14959,1.0,30.0,Tidak Bersalju
14960,1.0,26.0,Tidak Bersalju
14961,7.0,30.0,Tidak Bersalju
14962,3.0,42.0,Tidak Bersalju
14963,5.0,14.0,Tidak Bersalju
14964,0.0,37.0,Tidak Bersalju
14965,1.0,10.0,Tidak Bersalju
14966,1.0,42.0,Tidak Bersalju
14967,1.0,37.0,Tidak Bersalju
14968,2.0,30.0,Tidak Bersalju
14969,2.0,43.0,Tidak Bersalju
14970,5.0,32.0,Tidak Bersalju
14971,3.0,23.0,Tidak Bersalju
14972,2.0,42.0,Tidak Bersalju
14973,1.0,28.0,Tidak Bersalju
14974,3.0,46.0,Tidak Bersalju
14975,6.0,23.0,Tidak Bersalju
14976,6.0,46.0,Tidak Bersalju
14977,5.0,49.0,Tidak Bersalju
14978,3.0,36.0,Tidak Bersalju
14979,1.0,50.0,Tidak Bersalju
14980,7.0,39.0,Tidak Bersalju
14981,1.0,38.0,Tidak Bersalju
14982,1.0,49.0,Tidak Bersalju
14983,4.0,39.0,Tidak Bersalju
14984,8.0,29.0,Tidak Bersalju
14985,3.0,15.0,Tidak Bersalju
14986,1.0,38.0,Tidak Bersalju
14987,1.0,45.0,Tidak Bersalju
14988,0.0,41.0,Tidak Bersalju
14989,5.0,15.0,Tidak Bersalju
14990,2.0,51.0,Tidak Bersalju
14991,5.0,22.0,Tidak Bersalju
14992,1.0,47.0,Tidak Bersalju
14993,7.0,27.0,Tidak Bersalju
14994,1.0,18.0,Tidak Bersalju
14995,1.0,47.0,Tidak Bersalju
14996,2.0,41.0,Tidak Bersalju
14997,1.0,48.0,Tidak Bersalju
14998,7.0,47.0,Tidak Bersalju
14999,7.0,33.0,Tidak Bersalju
15000,7.0,34.0,Tidak Bersalju
15001,7.0,33.0,Tidak Bersalju
15002,8.0,48.0,Tidak Bersalju
15003,7.0,44.0,Tidak Bersalju
15004,5.0,45.0,Tidak Bersalju
15005,2.0,44.0,Tidak Bersalju
15006,1.0,30.0,Tidak Bersalju
15007,2.0,37.0,Tidak Bersalju
15008,3.0,45.0,Tidak Bersalju
15009,1.0,44.0,Tidak Bersalju
15010,1.0,47.0,Tidak Bersalju
15011,8.0,46.0,Tidak Bersalju
15012,7.0,22.0,Tidak Bersalju
15013,7.0,45.0,Tidak Bersalju
15014,7.0,45.0,Tidak Bersalju
15015,1.0,31.0,Tidak Bersalju
15016,0.0,17.0,Tidak Bersalju
15017,1.0,31.0,Tidak Bersalju
15018,6.0,42.0,Tidak Bersalju
15019,5.0,16.0,Tidak Bersalju
15020,1.0,48.0,Tidak Bersalju
15021,1.0,25.0,Tidak Bersalju
15022,1.0,42.0,Tidak Bersalju
15023,1.0,45.0,Tidak Bersalju
15024,4.0,34.0,Tidak Bersalju
15025,2.0,30.0,Tidak Bersalju
